Rank,Country,CPI,Year,ID
106,Mexico,3.4,2013,MEX
106,Niger,3.4,2013,NER
111,Ethiopia,3.3,2013,ETH
111,Kosovo,3.3,2013,NA
111,Tanzania,3.3,2013,TZA
114,Egypt,3.2,2013,EGY
114,Indonesia,3.2,2013,IDN
116,Albania,3.1,2013,ALB
116,Nepal,3.1,2013,NPL
116,Vietnam,3.1,2013,VNM
119,Mauritania,3,2013,MRT
119,Mozambique,3,2013,MOZ
119,Sierra Leone,3,2013,SLE
119,Timor-Leste,3,2013,TLS
123,Belarus,2.9,2013,BLR
123,Dominican Republic,2.9,2013,DOM
123,Guatemala,2.9,2013,GTM
123,Togo,2.9,2013,TGO
127,Azerbaijan,2.8,2013,AZE
127,Comoros,2.8,2013,COM
127,Gambia,2.8,2013,GMB
127,Lebanon,2.8,2013,LBN
127,Madagascar,2.8,2013,MDG
127,Mali,2.8,2013,MLI
127,Nicaragua,2.8,2013,NIC
127,Pakistan,2.8,2013,PAK
127,Russia,2.8,2013,RUS
136,Bangladesh,2.7,2013,BGD
136,Côte d´Ivoire,2.7,2013,CIV
136,Guyana,2.7,2013,GUY
136,Kenya,2.7,2013,KEN
140,Honduras,2.6,2013,HND
140,Kazakhstan,2.6,2013,KAZ
140,Laos,2.6,2013,LAO
140,Uganda,2.6,2013,UGA
144,Cameroon,2.5,2013,CMR
144,Central African Republic,2.5,2013,CAF
144,Iran,2.5,2013,IRN
144,Nigeria,2.5,2013,NGA
144,Papua New Guinea,2.5,2013,PNG
144,Ukraine,2.5,2013,UKR
150,Guinea,2.4,2013,GIN
150,Kyrgyzstan,2.4,2013,KGZ
150,Paraguay,2.4,2013,PRY
153,Angola,2.3,2013,AGO
154,Congo Republic,2.2,2013,COG
154,Democratic Republic of the Congo,2.2,2013,COD
154,Tajikistan,2.2,2013,TJK
157,Burundi,2.1,2013,BDI
157,Myanmar,2.1,2013,MMR
157,Zimbabwe,2.1,2013,ZWE
160,Cambodia,2,2013,KHM
160,Eritrea,2,2013,ERI
160,Venezuela,2,2013,VEN
163,Chad,1.9,2013,TCD
163,Equatorial Guinea,1.9,2013,GNQ
163,Guinea-Bissau,1.9,2013,GNB
163,Haiti,1.9,2013,HTI
167,Yemen,1.8,2013,YEM
168,Syria,1.7,2013,SYR
168,Turkmenistan,1.7,2013,TKM
168,Uzbekistan,1.7,2013,UZB
171,Iraq,1.6,2013,IRQ
172,Libya,1.5,2013,LBY
173,South Sudan,1.4,2013,SSD
174,Sudan,1.1,2013,SDN
175,Afghanistan,0.8,2013,AFG
175,North Korea,0.8,2013,PRK
175,Somalia,0.8,2013,SOM
