Rank,Country,CPI,Year,ID
134,Guyana,2.5,2011,GUY
134,Lebanon,2.5,2011,LBN
134,Maldives,2.5,2011,MDV
134,Nicaragua,2.5,2011,NIC
134,Niger,2.5,2011,NER
134,Pakistan,2.5,2011,PAK
134,Sierra Leone,2.5,2011,SLE
143,Azerbaijan,2.4,2011,AZE
143,Belarus,2.4,2011,BLR
143,Comoros,2.4,2011,COM
143,Mauritania,2.4,2011,MRT
143,Nigeria,2.4,2011,NGA
143,Russia,2.4,2011,RUS
143,Timor-Leste,2.4,2011,TLS
143,Togo,2.4,2011,TGO
143,Uganda,2.4,2011,UGA
152,Tajikistan,2.3,2011,TJK
152,Ukraine,2.3,2011,UKR
154,Central African Republic,2.2,2011,CAF
154,Congo  Republic,2.2,2011,COG
154,Côte d´Ivoire,2.2,2011,CIV
154,Guinea-Bissau,2.2,2011,GNB
154,Kenya,2.2,2011,KEN
154,Laos,2.2,2011,LAO
154,Nepal,2.2,2011,NPL
154,Papua New Guinea,2.2,2011,PNG
154,Paraguay,2.2,2011,PRY
154,Zimbabwe,2.2,2011,ZWE
164,Cambodia,2.1,2011,KHM
164,Guinea,2.1,2011,GIN
164,Kyrgyzstan,2.1,2011,KGZ
164,Yemen,2.1,2011,YEM
168,Angola,2,2011,AGO
168,Chad,2,2011,TCD
168,Democratic Republic of the Congo ,2,2011,COD
168,Libya,2,2011,LBY
172,Burundi,1.9,2011,BDI
172,Equatorial Guinea,1.9,2011,GNQ
172,Venezuela,1.9,2011,VEN
175,Haiti,1.8,2011,HTI
175,Iraq,1.8,2011,IRQ
177,Sudan,1.6,2011,SDN
177,Turkmenistan,1.6,2011,TKM
177,Uzbekistan,1.6,2011,UZB
180,Afghanistan,1.5,2011,AFG
180,Myanmar,1.5,2011,MMR
182,North Korea,1,2011,PRK
182,Somalia,1,2011,SOM
